214.172	0
215.927	4.274
217.682	914.816
219.436	940.651
221.19	903.772
222.943	874.008
224.696	887.014
226.449	838.692
228.201	845.988
229.953	831.884
231.705	833.472
233.456	812.222
235.207	828.084
236.958	815.392
238.708	792.696
240.458	821.42
242.208	824.436
243.957	806.015
245.706	827.61
247.455	817.761
249.203	779.309
250.952	808.062
252.699	845.408
254.447	814.093
256.194	788.489
257.94	854.478
259.687	877.545
261.433	877.712
263.178	842.076
264.924	849.397
266.669	883.941
268.413	904.169
270.158	931.571
271.902	857.207
273.645	874.574
275.389	914.891
277.132	917.932
278.875	847.813
280.617	875.235
282.359	972.986
284.101	1003.31
285.842	925.978
287.583	1026.67
289.324	969.412
291.064	973.905
292.805	1005.7
294.544	957.029
296.284	1027.64
298.023	993.33
299.762	982.015
301.5	999.458
303.238	1028.41
304.976	1037.24
306.713	1047.51
308.45	1020.37
310.187	1096.85
311.924	1089.86
313.66	1069.91
315.396	1075.87
317.131	1055.91
318.866	1043.14
320.601	1066.4
322.336	1001.74
324.07	1055.28
325.804	1111.71
327.537	1058.56
329.27	1100.6
331.003	1077.73
332.735	1095.25
334.468	1081.03
336.199	1117.33
337.931	1067.01
339.662	1090.32
341.393	1104.97
343.123	1090.74
344.853	1079.39
346.583	1095.5
348.313	1045.12
350.042	1094.48
351.771	1090.36
353.499	1065.98
355.227	1093.68
356.955	1089.55
358.682	1131.73
360.41	1094.32
362.136	1101.78
363.863	1104.89
365.589	1097.87
367.314	1132.85
369.04	1179.44
370.765	1137.65
372.49	1159.62
374.214	1162.75
375.938	1205.03
377.662	1166.11
379.385	1234.52
381.108	1182.54
382.831	1200.19
384.553	1280.26
386.275	1234.06
387.997	1266.26
389.718	1265.06
391.439	1288.56
393.159	1251.04
394.88	1323.96
396.599	1268.99
398.319	1275.06
400.038	1320.4
401.757	1316.3
403.475	1326.76
405.194	1388.14
406.911	1350.58
408.629	1333.39
410.346	1349.68
412.063	1400.92
413.779	1437.62
415.495	1413.15
417.211	1483.39
418.926	1515.76
420.641	1502.95
422.355	1503.26
424.07	1586.69
425.784	1538.89
427.497	1597.56
429.21	1583.3
430.923	1640.55
432.636	1667.17
434.348	1683.58
436.06	1736.5
437.771	1776.3
439.482	1816.12
441.193	1806.27
442.903	1888.5
444.613	1893.28
446.323	1952.17
448.032	1911.62
449.741	1991.02
451.45	2063.13
453.158	2021.12
454.866	2103.52
456.573	2159.59
458.28	2218.62
459.987	2293.79
461.693	2316.24
463.4	2480.85
465.105	2396.36
466.811	2508.27
468.516	2608.51
470.22	2620.78
471.925	2565.59
473.628	2630.68
475.332	2574
477.035	2681.69
478.738	2667.57
480.441	2679.87
482.143	2668.68
483.845	2660.43
485.546	2656.57
487.247	2765.88
488.948	2726.77
490.648	2727.34
492.348	2747.02
494.048	2782.9
495.747	2708.44
497.446	2828.2
499.145	2700.74
500.843	2751.35
502.541	2626.76
504.238	2608.16
505.936	2649.94
507.633	2646.07
509.329	2782.19
511.025	2790.13
512.721	2889.47
514.416	3000.66
516.112	3223.97
517.806	3348.54
519.501	3334.46
521.195	3152.15
522.889	2631.76
524.582	2211.54
526.275	1807.39
527.968	1558.15
529.66	1387.11
531.352	1275.09
533.044	1199.98
534.735	1151.44
536.426	1052.62
538.117	984.809
539.807	987.961
541.497	988.156
543.187	837.435
544.876	932.309
546.565	916.21
548.254	855.69
549.942	815.877
551.63	845.654
553.318	780.64
555.006	805.976
556.693	797.239
558.379	752.926
560.066	794.576
561.752	796.208
563.438	759.283
565.123	754.975
566.808	801.105
568.493	752.287
570.178	801.4
571.862	780.765
573.546	767.546
575.23	798.867
576.913	797.525
578.596	812.522
580.279	821.58
581.961	830.64
583.643	856.051
585.325	872.551
587.007	874.189
588.688	846.086
590.369	890.847
592.05	858.274
593.73	873.295
595.41	931.471
597.09	909.302
598.77	899.032
600.449	917.042
602.128	908.256
603.807	908.401
605.485	915.992
607.164	934.012
608.842	941.606
610.519	976.023
612.197	947.855
613.874	922.659
615.551	980.937
617.228	921.441
618.904	964.821
620.58	944.079
622.256	985.98
623.932	960.757
625.608	962.382
627.283	986.39
628.958	1002.94
630.633	997.104
632.308	971.856
633.982	973.475
635.656	1010.93
637.33	955.8
639.004	973.841
640.677	959.022
642.351	972.582
644.024	972.696
645.697	978.785
647.37	935.556
649.042	986.478
650.715	916.328
652.387	925.396
