266.246	7.16477
267.991	5.73182
269.735	610.559
271.479	649.384
273.222	662.416
274.966	641.034
276.709	619.644
278.451	647.023
280.194	660.063
281.935	683.155
283.677	622.997
285.418	700.648
287.159	680.679
288.9	673.628
290.64	698.18
292.38	682.508
294.119	702.759
295.859	763.265
297.598	682.9
299.336	754.929
301.074	727.746
302.812	730.762
304.55	756.799
306.287	758.381
308.024	745.571
309.761	747.152
311.497	761.692
313.233	763.277
314.969	776.385
316.704	762.125
318.439	772.355
320.173	779.707
321.908	774.088
323.642	777.118
325.375	810.432
327.109	765.873
328.842	774.672
330.574	745.961
332.307	747.545
334.039	769.337
335.77	822.898
337.502	805.726
339.233	826.097
340.963	785.806
342.694	790.289
344.424	806.333
346.154	786.251
347.883	773.389
349.612	811.128
351.341	815.619
353.069	744.899
354.797	798.567
356.525	801.613
358.252	832.156
359.98	822.181
361.706	793.382
363.433	822.493
365.159	800.925
366.885	817.011
368.61	817.167
370.335	821.67
372.06	814.579
373.785	874.173
375.509	896.089
377.233	829.549
378.956	870.323
380.679	895.153
382.402	890.972
384.125	905.657
385.847	923.25
387.569	932.14
389.29	881.492
391.011	932.499
392.732	935.585
394.453	921.236
396.173	982.454
397.893	963.748
399.612	984.289
401.332	987.389
403.05	999.217
404.769	1000.87
406.487	1008.34
408.205	993.981
409.922	1021.83
411.64	1065.71
413.356	1064.46
415.073	1050.11
416.789	1079.45
418.505	1073.83
420.22	1082.79
421.935	1151.51
423.65	1157.57
425.365	1188.42
427.079	1209.08
428.793	1168.47
430.506	1181.84
432.219	1241.91
433.932	1239.23
435.644	1270.14
437.356	1314.2
439.068	1313.01
440.779	1396.54
442.49	1383.67
444.201	1392.71
445.912	1372.53
447.622	1489.77
449.331	1463.75
451.04	1548.87
452.749	1540.41
454.458	1581.69
456.166	1605.43
457.874	1611.61
459.582	1604.62
461.289	1733.81
462.996	1788.36
464.702	1772.61
466.409	1781.76
468.114	1906.7
469.82	1886.57
471.525	1875.23
473.23	1925.47
474.934	1984.54
476.638	1968.81
478.342	1975.09
480.045	1981.37
481.748	1984.71
483.451	2062.94
485.153	2057.49
486.855	2046.17
488.557	2140.62
490.258	2023.51
491.959	2043.03
493.66	2018.47
495.36	2014.47
497.06	1945.77
498.759	1940.29
500.458	1939.22
502.157	1949.93
503.856	1884.1
505.554	1885.96
507.251	1849.54
508.949	1869.07
510.646	1926.92
512.342	1905.22
514.039	2020.57
515.735	2057.85
517.43	2154.11
519.125	2157.51
520.82	2059.14
522.515	1714.34
524.209	1462.36
525.903	1257.51
527.596	1104.24
529.289	983.393
530.982	957.014
532.675	868.583
534.367	834.782
536.058	787.666
537.75	780.44
539.441	728.858
541.131	696.477
542.822	674.436
544.512	707.122
546.201	648.083
547.891	614.178
549.579	617.266
551.268	592.224
552.956	620.483
554.644	595.431
556.332	565.924
558.019	576.413
559.705	554.3
561.392	578.132
563.078	532.287
564.764	557.607
566.449	554.754
568.134	577.121
569.819	583.174
571.504	562.513
573.188	564.112
574.871	568.68
576.555	614.833
578.238	607.53
579.92	583.88
581.603	618.175
583.285	637.62
584.967	610.989
586.648	646.795
588.329	630.564
590.01	608.377
591.69	608.496
593.37	675.578
595.05	632.548
596.729	666.91
598.408	677.462
600.087	652.276
601.765	637.507
603.443	713.609
605.121	675.003
606.799	681.093
608.476	667.806
610.153	675.387
611.829	693.408
613.505	700.995
615.181	705.601
616.857	710.208
618.532	726.754
620.207	689.572
621.882	743.441
623.556	695.796
625.23	719.815
626.904	703.514
628.577	723.06
630.25	696.293
631.923	676.988
633.596	684.58
635.268	711.608
636.94	731.169
638.612	704.375
640.283	728.427
641.954	647.766
643.625	641.889
645.296	691.38
646.966	675.03
648.636	714.062
650.306	667.764
651.975	685.841
653.644	682.955
655.313	684.56
656.982	657.7
658.651	668.291
660.319	671.391
661.987	661.001
663.654	632.617
665.322	661.198
666.989	649.299
668.656	641.894
670.323	619.487
671.989	631.576
673.655	637.666
675.321	660.264
676.987	640.843
678.653	631.924
680.318	629.005
681.983	615.575
683.648	624.664
685.313	639.761
686.977	600.79
688.641	621.894
690.305	570.89
691.969	587.485
693.633	577.035
695.296	580.107
696.96	617.748
698.623	586.249
700.286	577.293
701.949	551.794
703.611	595.458
705.274	601.534
706.936	576.026
708.598	555.024
710.26	561.093
711.922	561.145
713.583	559.69
715.245	564.253
716.906	553.767
718.567	555.318
720.228	559.877
721.889	555.404
723.55	559.961
725.211	564.517
726.871	576.6
728.532	596.211
730.192	584.203
731.853	548.1
733.513	546.626
735.173	524.066
736.833	552.708
738.493	570.808
740.153	561.797
741.812	557.303
743.472	545.274
745.132	531.737
746.791	548.326
748.451	566.42
750.11	561.916
751.77	561.929
753.429	575.5
755.089	584.549
756.748	519.774
758.407	584.564
760.067	577.035
761.726	531.839
763.386	575.531
765.045	569.503
766.704	558.953
768.364	546.895
770.023	590.578
771.682	605.633
773.342	551.386
775.001	587.528
776.661	567.928
778.32	614.608
779.98	542.281
781.64	588.954
783.3	534.705
784.96	575.345
786.619	567.785
788.28	569.26
789.94	590.308
791.6	618.88
793.26	606.793
794.921	597.716
796.581	618.747
798.242	606.654
799.903	596.066
801.564	585.477
803.225	574.888
804.887	616.966
806.548	577.783
808.21	595.775
809.872	610.752
811.534	582.102
813.196	571.505
814.859	580.456
816.521	602.934
818.184	589.323
819.847	566.694
821.511	596.671
823.174	610.107
824.838	623.536
826.502	593.392
828.167	551.239
829.832	575.175
831.497	554.054
833.162	598.993
834.827	591.378
836.493	622.781
838.16	601.655
839.826	600.035
841.493	611.911
843.16	584.793
844.828	592.163
846.496	592.033
848.164	567.924
849.833	626.22
851.502	630.566
853.172	601.963
854.842	658.702
856.512	585.198
858.183	664.35
859.854	581.901
861.526	623.618
863.198	632.416
864.871	614.303
866.544	636.54
868.217	596.021
869.891	595.843
871.566	664.334
873.241	641.742
874.917	663.918
876.593	650.28
878.27	615.774
879.947	661.772
881.625	616.848
883.303	638.975
884.982	638.749
886.662	647.45
888.342	644.237
890.023	678.205
891.705	651.186
893.387	668.769
895.07	649.195
896.753	617.752
898.438	667.97
900.123	692.92
901.808	643.686
903.494	686.406
905.182	640.171
906.869	694.696
908.558	685.503
910.247	679.274
911.937	681.921
913.628	709.696
915.32	669.459
917.012	685.386
918.706	689.482
920.4	689.142
922.095	685.847
923.791	678.127
925.487	658.624
